location,total_sqft,bath,price,BHK,price_per_sqft
Electronics City Phase 1,1032.0,2.0,31.99,2.0,3099.8062015503874
Whitefield,1496.0,2.0,71.81,3.0,4800.133689839572
other,1100.0,2.0,38.0,2.0,3454.5454545454545
Kundalahalli,1500.0,3.0,50.0,3.0,3333.3333333333335
Electronic City Phase II,1125.0,2.0,32.63,2.0,2900.444444444445
other,1555.0,3.0,73.0,3.0,4694.5337620578775
Amruthahalli,1025.0,2.0,42.0,2.0,4097.5609756097565
Hennur Road,1482.0,2.0,83.73,3.0,5649.797570850203
other,1630.0,2.0,130.0,3.0,7975.460122699386
Arekere,900.0,2.0,44.5,2.0,4944.444444444444
Yelahanka,1355.0,2.0,75.0,3.0,5535.055350553505
1st Block Koramangala,2360.0,4.0,601.0,4.0,25466.101694915254
Akshaya Nagar,1200.0,2.0,45.0,2.0,3750.0
other,1563.0,3.0,63.0,3.0,4030.7101727447216
other,1344.0,4.0,84.0,4.0,6250.0
other,3000.0,3.0,400.0,3.0,13333.333333333334
5th Phase JP Nagar,812.0,2.0,42.0,2.0,5172.413793103448
Basaveshwara Nagar,1200.0,2.0,70.0,2.0,5833.333333333333
Yelahanka,3175.0,4.0,156.0,4.0,4913.385826771653
Marathahalli,1360.0,2.0,101.0,2.0,7426.470588235294
Hegde Nagar,1835.0,3.0,88.0,3.0,4795.6403269754765
Rachenahalli,1756.0,3.0,110.0,3.0,6264.236902050114
8th Phase JP Nagar,1296.0,2.0,51.83,3.0,3999.2283950617284
Haralur Road,1300.0,2.0,75.0,2.0,5769.2307692307695
Anandapura,1141.0,2.0,50.0,2.0,4382.120946538124
Poorna Pragna Layout,1270.0,2.0,50.79,3.0,3999.212598425197
Electronic City,1210.0,2.0,55.0,2.0,4545.454545454545
Hormavu,1310.0,2.0,67.0,2.0,5114.503816793893
other,1356.0,5.0,139.0,5.0,10250.737463126843
,,,,,
KR Puram,1200.0,5.0,125.0,5.0,10416.666666666666
Raja Rajeshwari Nagar,1050.0,2.0,37.0,2.0,3523.809523809524
Banashankari,2400.0,4.0,500.0,4.0,20833.333333333332
Electronic City Phase II,1140.0,2.0,34.0,2.0,2982.4561403508774
Varthur,1210.0,2.0,54.0,2.0,4462.809917355372
Kasavanhalli,2035.0,3.0,142.0,3.0,6977.886977886978
Sarjapur,633.0,1.0,17.09,1.0,2699.8420221169035
Amruthahalli,485.0,1.0,19.5,1.0,4020.618556701031
Varthur,1112.0,2.0,40.0,2.0,3597.122302158273
other,1200.0,2.0,82.0,2.0,6833.333333333333
Sarjapur  Road,2275.0,4.0,187.0,3.0,8219.78021978022
other,1419.0,3.0,85.0,3.0,5990.133897110642
other,1195.0,2.0,42.4,2.0,3548.1171548117154
other,2020.0,3.0,270.0,3.0,13366.336633663366
Kundalahalli,1047.0,2.0,91.0,2.0,8691.499522445081
Thanisandra,1884.0,4.0,117.0,3.0,6210.1910828025475
Bannerghatta Road,905.0,2.0,58.0,2.0,6408.839779005525
JP Nagar,1500.0,2.0,108.0,3.0,7200.0
other,850.0,1.0,50.0,1.0,5882.35294117647
Bommasandra Industrial Area,1125.0,2.0,32.49,2.0,2888.0
Tindlu,1165.0,2.0,59.8,2.0,5133.0472103004295
other,933.0,2.0,55.0,2.0,5894.962486602358
Hennur Road,1305.0,2.0,77.0,3.0,5900.383141762452
Billekahalli,1125.0,2.0,65.0,2.0,5777.777777777777
other,865.0,2.0,33.0,2.0,3815.0289017341042
Jigani,1245.0,3.0,66.0,3.0,5301.204819277108
Kalyan nagar,8840.0,2.0,300.0,2.0,3393.665158371041
other,1145.0,2.0,60.0,3.0,5240.174672489083
AECS Layout,2000.0,3.0,90.0,3.0,4500.0
Hosa Road,625.0,1.0,43.68,1.0,6988.8
Kundalahalli,1724.0,3.0,128.0,3.0,7424.593967517401
other,400.0,1.0,75.0,1.0,18750.0
Sarjapur  Road,1270.0,2.0,54.0,3.0,4251.968503937008
other,1250.0,3.0,39.5,3.0,3160.0
Jakkur,1485.0,3.0,72.0,3.0,4848.484848484848
other,823.0,2.0,80.0,2.0,9720.534629404618
7th Phase JP Nagar,990.0,2.0,50.0,2.0,5050.50505050505
TC Palaya,1200.0,2.0,66.0,3.0,5500.0
Kadubeesanahalli,1140.0,2.0,78.0,2.0,6842.105263157895
Ambedkar Nagar,1950.0,4.0,120.0,3.0,6153.846153846154
Yelahanka,1756.0,3.0,125.0,3.0,7118.451025056947
Kumaraswami Layout,2600.0,4.0,300.0,4.0,11538.461538461539
Chandapura,520.0,1.0,14.04,1.0,2700.0
other,1025.0,2.0,48.0,2.0,4682.926829268293
Whitefield,1216.0,2.0,72.0,2.0,5921.0526315789475
Sarjapur  Road,1026.0,2.0,60.8,2.0,5925.925925925926
Sarjapur  Road,3335.0,4.0,300.0,4.0,8995.502248875562
Kodichikkanahalli,2700.0,4.0,125.0,5.0,4629.62962962963
Begur,1411.0,2.0,60.0,3.0,4252.303330970943
Kanakpura Road,1320.0,2.0,39.6,3.0,3000.0
Bannerghatta,1320.0,2.0,50.0,2.0,3787.878787878788
OMBR Layout,615.0,4.0,110.0,4.0,17886.17886178862
Kalena Agrahara,1804.0,3.0,155.0,3.0,8592.017738359202
HSR Layout,1140.0,2.0,46.0,2.0,4035.0877192982457
Banjara Layout,1200.0,4.0,105.0,4.0,8750.0
Hebbal,2375.0,4.0,189.0,4.0,7957.894736842105
other,1750.0,3.0,120.0,3.0,6857.142857142857
TC Palaya,1152.0,2.0,55.0,2.0,4774.305555555556
Thanisandra,965.0,2.0,54.0,2.0,5595.854922279793
Lingadheeranahalli,1684.0,3.0,120.0,3.0,7125.890736342043
Hennur Road,1672.0,3.0,86.0,3.0,5143.540669856459
Panathur,1075.0,2.0,60.0,2.0,5581.395348837209
Sarjapur,1500.0,5.0,95.0,3.0,6333.333333333333
other,1464.0,3.0,56.0,3.0,3825.136612021858
Hebbal,1420.0,2.0,99.26,2.0,6990.140845070423
other,750.0,2.0,40.0,2.0,5333.333333333333
Yeshwanthpur,1169.0,2.0,64.08,2.0,5481.6082121471345
Devanahalli,1290.0,2.0,62.0,3.0,4806.201550387597
Kengeri,1160.0,2.0,40.6,2.0,3500.0
Shampura,2800.0,5.0,95.0,7.0,3392.8571428571427
Mysore Road,1500.0,3.0,70.0,3.0,4666.666666666667
Domlur,1850.0,3.0,180.0,3.0,9729.72972972973
other,1300.0,3.0,46.0,3.0,3538.4615384615386
Electronic City Phase II,1310.0,2.0,37.84,3.0,2888.549618320611
other,2750.0,5.0,550.0,3.0,20000.0
other,2150.0,3.0,170.0,3.0,7906.976744186047
5th Block Hbr Layout,5100.0,5.0,300.0,6.0,5882.35294117647
Kanakpura Road,1300.0,2.0,69.0,3.0,5307.692307692308
Kadugodi,1875.0,2.0,110.0,3.0,5866.666666666667
Hulimavu,1260.0,2.0,82.0,3.0,6507.936507936508
Kengeri,2500.0,4.0,100.0,5.0,4000.0
Begur Road,1241.0,2.0,64.0,2.0,5157.13134568896
Sarjapur  Road,1025.0,2.0,45.5,2.0,4439.024390243902
other,1500.0,1.0,218.0,2.0,14533.333333333334
Electronic City,1070.0,2.0,60.0,2.0,5607.476635514019
Begur,815.0,2.0,40.0,2.0,4907.9754601227
Kanakpura Road,2000.0,3.0,105.0,3.0,5250.0
Malleshwaram,1400.0,2.0,190.0,2.0,13571.42857142857
Varthur,1740.0,4.0,175.0,4.0,10057.471264367816
,,,,,
Sarjapur  Road,1216.0,2.0,70.0,2.0,5756.578947368421
other,2200.0,2.0,190.0,3.0,8636.363636363636
Hegde Nagar,3500.0,5.0,450.0,4.0,12857.142857142857
Shampura,970.0,6.0,105.0,6.0,10824.742268041236
Vidyaranyapura,3150.0,7.0,375.0,7.0,11904.761904761905
Kanakpura Road,1200.0,2.0,62.0,2.0,5166.666666666667
Marathahalli,1026.0,2.0,50.18,2.0,4890.83820662768
Hulimavu,450.0,1.0,20.0,1.0,4444.444444444444
KR Puram,1205.0,2.0,45.79,2.0,3800.0
other,1368.0,2.0,87.0,2.0,6359.649122807017
Anekal,420.0,1.0,12.5,1.0,2976.190476190476
Doddakallasandra,1270.0,2.0,42.0,2.0,3307.0866141732286
Anekal,614.0,1.0,28.0,2.0,4560.260586319218
Margondanahalli,1050.0,2.0,58.0,2.0,5523.809523809524
Yelahanka,1408.0,2.0,58.0,2.0,4119.318181818182
Subramanyapura,1223.0,2.0,42.81,3.0,3500.408830744072
other,1507.0,3.0,80.0,3.0,5308.560053085601
other,1160.0,2.0,57.0,2.0,4913.793103448276
other,1200.0,3.0,70.0,3.0,5833.333333333333
Poorna Pragna Layout,960.0,2.0,50.0,2.0,5208.333333333333
NGR Layout,1021.0,2.0,46.0,2.0,4505.386875612145
Hegde Nagar,2162.03,4.0,129.0,3.0,5966.614709324107
Channasandra,1065.0,2.0,36.0,2.0,3380.281690140845
Attibele,400.0,1.0,10.25,1.0,2562.5
Bannerghatta Road,1465.0,2.0,75.0,3.0,5119.453924914676
Kanakpura Road,900.0,2.0,41.0,2.0,4555.555555555556
Marathahalli,1800.0,3.0,95.0,3.0,5277.777777777777
other,1175.0,2.0,83.0,2.0,7063.829787234043
other,6729.0,4.0,900.0,3.0,13374.944271065537
Vijayanagar,1500.0,4.0,360.0,4.0,24000.0
Sanjay nagar,1050.0,2.0,59.0,2.0,5619.047619047619
Electronic City Phase II,1400.0,2.0,40.43,3.0,2887.8571428571427
Indira Nagar,1650.0,3.0,150.0,3.0,9090.90909090909
KR Puram,1827.0,3.0,97.0,3.0,5309.250136836344
Thanisandra,1930.0,4.0,122.0,3.0,6321.243523316062
Mysore Road,883.0,2.0,37.0,2.0,4190.260475651189
Kengeri,550.0,1.0,16.75,1.0,3045.4545454545455
Electronic City,1400.0,2.0,40.44,3.0,2888.5714285714284
other,1350.0,4.0,310.0,4.0,22962.962962962964
Kanakapura,1290.0,2.0,38.69,3.0,2999.2248062015506
Raja Rajeshwari Nagar,1021.0,3.0,59.0,3.0,5778.648383937317
Whitefield,1158.0,2.0,55.0,2.0,4749.568221070812
other,1200.0,4.0,99.0,5.0,8250.0
Nagarbhavi,1400.0,2.0,135.0,3.0,9642.857142857143
Doddaballapur,2400.0,3.0,200.0,4.0,8333.333333333334
Munnekollal,1200.0,2.0,57.9,3.0,4825.0
JP Nagar,1520.0,3.0,125.0,3.0,8223.684210526315
,,,,,
EPIP Zone,2710.0,3.0,177.0,3.0,6531.365313653137
Kenchenahalli,1150.0,2.0,57.0,2.0,4956.521739130435
Yelahanka,1101.0,2.0,37.0,2.0,3360.581289736603
Mahalakshmi Layout,1200.0,2.0,110.0,3.0,9166.666666666666
Hebbal,1252.0,2.0,92.0,2.0,7348.242811501597
Marathahalli,1650.0,3.0,85.0,3.0,5151.515151515152
Marathahalli,1270.0,2.0,80.0,2.0,6299.212598425197
Tumkur Road,992.0,2.0,70.0,2.0,7056.451612903225
BEML Layout,2000.0,3.0,85.0,3.0,4250.0
other,893.0,2.0,34.5,2.0,3863.3818589025755
Bisuvanahalli,1075.0,2.0,41.49,3.0,3859.5348837209303
Kumaraswami Layout,3200.0,7.0,150.0,7.0,4687.5
Electronic City,1190.0,2.0,42.0,2.0,3529.4117647058824
other,800.0,2.0,60.0,3.0,7500.0
Sarjapur  Road,1814.0,3.0,63.0,3.0,3472.9878721058435
other,1400.0,3.0,98.0,3.0,7000.0
Bommasandra,1400.0,6.0,252.0,5.0,18000.0
Murugeshpalya,1344.0,2.0,56.0,3.0,4166.666666666667
Whitefield,5400.0,5.0,475.0,4.0,8796.296296296296
Kanakpura Road,1843.0,3.0,95.0,3.0,5154.639175257732
other,1138.0,2.0,32.0,2.0,2811.95079086116
Nagappa Reddy Layout,1495.0,2.0,70.0,3.0,4682.274247491639
,,,,,
Whitefield,1396.0,3.0,74.0,3.0,5300.859598853868
Garudachar Palya,1610.0,2.0,119.0,3.0,7391.304347826087
Tindlu,1050.0,2.0,55.0,2.0,5238.0952380952385
other,1410.0,2.0,43.71,3.0,3100.0
Ramamurthy Nagar,1050.0,2.0,37.8,2.0,3599.9999999999995
Kumaraswami Layout,1310.0,2.0,85.0,3.0,6488.5496183206105
Hennur Road,1165.0,2.0,67.0,2.0,5751.07296137339
Kudlu,1027.0,2.0,44.0,2.0,4284.323271665044
Hormavu,1310.0,2.0,60.0,2.0,4580.152671755725
other,1052.0,2.0,52.0,2.0,4942.9657794676805
Singasandra,1464.0,3.0,56.0,3.0,3825.136612021858
1st Block Koramangala,1000.0,2.0,45.0,2.0,4500.0
other,2240.0,3.0,300.0,3.0,13392.857142857143
Electronic City,1150.0,2.0,38.08,2.0,3311.304347826087
Thanisandra,2019.0,3.0,70.67,3.0,3500.2476473501733
Varthur,986.0,2.0,31.0,2.0,3144.0162271805275
Banashankari Stage III,1350.0,1.0,145.0,1.0,10740.74074074074
9th Phase JP Nagar,800.0,8.0,140.0,8.0,17500.0
Akshaya Nagar,1893.0,4.0,95.0,3.0,5018.489170628632
Gollarapalya Hosahalli,1318.0,3.0,56.0,3.0,4248.86191198786
Yelahanka,1325.0,2.0,58.0,3.0,4377.358490566037
Kereguddadahalli,800.0,2.0,33.0,2.0,4125.0
other,1300.0,3.0,42.25,3.0,3250.0
other,1300.0,2.0,60.0,3.0,4615.384615384615
Jalahalli East,1010.0,2.0,52.0,2.0,5148.514851485149
Banashankari,1260.0,2.0,75.0,2.0,5952.380952380952
Ulsoor,2500.0,4.0,170.0,4.0,6800.0
other,1520.0,3.0,165.0,3.0,10855.263157894737
Bellandur,1665.0,3.0,85.0,3.0,5105.105105105105
Subramanyapura,1800.0,3.0,80.0,3.0,4444.444444444444
Harlur,1197.0,2.0,75.0,2.0,6265.664160401003
other,1050.0,2.0,45.0,2.0,4285.714285714285
other,910.0,4.0,194.0,5.0,21318.68131868132
Thanisandra,1241.0,2.0,68.0,3.0,5479.45205479452
other,1567.0,2.0,62.0,3.0,3956.6049776643267
Kasavanhalli,1747.0,3.0,110.0,3.0,6296.508299942759
Ramagondanahalli,1475.0,2.0,55.0,3.0,3728.813559322034
other,600.0,4.0,70.0,4.0,11666.666666666666
other,1524.0,4.0,400.0,3.0,26246.719160104985
Hennur Road,980.0,2.0,51.0,2.0,5204.081632653061
Dasanapura,966.0,2.0,58.0,2.0,6004.140786749483
other,2360.0,3.0,185.0,4.0,7838.983050847458
Sarjapur  Road,1112.0,2.0,62.0,2.0,5575.5395683453235
Electronic City,550.0,1.0,16.0,2.0,2909.090909090909
other,1760.0,3.0,90.0,3.0,5113.636363636364
Hennur,1830.0,2.0,113.0,3.0,6174.863387978142
Yelahanka,1175.0,2.0,67.77,2.0,5767.659574468085
Whitefield,1175.0,2.0,41.0,2.0,3489.3617021276596
Horamavu Banaswadi,1025.0,2.0,45.0,2.0,4390.243902439024
Hennur Road,1232.0,2.0,80.0,2.0,6493.506493506494
5th Phase JP Nagar,1010.0,2.0,57.0,2.0,5643.564356435643
Sarjapur  Road,1273.0,2.0,60.0,2.0,4713.275726630008
Battarahalli,1590.0,2.0,102.0,2.0,6415.094339622641
other,1100.0,2.0,58.5,2.0,5318.181818181818
Electronic City Phase II,1252.0,2.0,65.0,3.0,5191.693290734825
1st Phase JP Nagar,2615.0,5.0,222.0,4.0,8489.483747609942
other,1200.0,6.0,140.0,5.0,11666.666666666666
Yelahanka,1322.0,2.0,77.9,2.0,5892.586989409986
7th Phase JP Nagar,1000.0,1.0,60.0,1.0,6000.0
Harlur,1755.0,3.0,117.0,3.0,6666.666666666667
Electronic City Phase II,1135.0,2.0,46.0,2.0,4052.863436123348
Rajaji Nagar,1200.0,10.0,180.0,8.0,15000.0
Electronic City,1200.0,4.0,125.0,4.0,10416.666666666666
Nagavarapalya,1260.0,2.0,85.5,2.0,6785.714285714285
Hoodi,3250.0,5.0,395.0,5.0,12153.846153846154
Ambedkar Nagar,3500.0,4.0,550.0,4.0,15714.285714285714
other,1200.0,6.0,110.0,5.0,9166.666666666666
Kanakpura Road,1100.0,2.0,53.0,3.0,4818.181818181818
Electronic City Phase II,1305.0,3.0,65.0,3.0,4980.842911877395
other,1236.0,2.0,50.0,2.0,4045.3074433656957
Uttarahalli,1125.0,1.0,45.0,2.0,4000.0
KR Puram,1075.0,2.0,32.25,2.0,3000.0
BEML Layout,2000.0,3.0,85.0,3.0,4250.0
,,,,,
Kadugodi,1150.0,2.0,42.0,2.0,3652.1739130434785
other,1440.0,4.0,240.0,4.0,16666.666666666668
Hennur Road,1085.0,2.0,43.4,2.0,4000.0
Hebbal Kempapura,1785.0,3.0,165.0,3.0,9243.697478991597
Malleshwaram,2475.0,4.0,300.0,3.0,12121.212121212122
Thanisandra,1930.0,4.0,120.0,3.0,6217.616580310881
other,800.0,1.0,45.0,2.0,5625.0
Kumaraswami Layout,2450.0,3.0,110.0,4.0,4489.7959183673465
other,1200.0,4.0,120.0,4.0,10000.0
Bannerghatta Road,1920.0,3.0,122.0,3.0,6354.166666666667
Kothannur,1085.0,2.0,34.2,2.0,3152.0737327188945
Thanisandra,760.0,1.0,50.4,1.0,6631.578947368421
Sahakara Nagar,1201.0,2.0,80.0,2.0,6661.1157368859285
HSR Layout,1289.0,2.0,70.0,2.0,5430.566330488751
Budigere,1991.0,4.0,100.0,3.0,5022.601707684581
Kasavanhalli,1377.0,2.0,80.0,2.0,5809.731299927378
Cunningham Road,2880.0,3.0,560.0,3.0,19444.444444444445
other,1892.0,3.0,200.0,3.0,10570.824524312897
Thanisandra,663.0,1.0,32.82,1.0,4950.226244343891
Electronic City,1165.0,2.0,33.65,2.0,2888.412017167382
Talaghattapura,3554.0,4.0,340.0,3.0,9566.685424873382
Thanisandra,1260.0,2.0,45.5,2.0,3611.1111111111113
other,1095.0,2.0,39.0,2.0,3561.6438356164385
other,1050.0,2.0,65.0,2.0,6190.476190476191
Seegehalli,1176.0,2.0,50.0,2.0,4251.700680272109
Thanisandra,1801.0,3.0,115.0,3.0,6385.341476957246
Whitefield,1315.0,2.0,55.0,2.0,4182.509505703422
Parappana Agrahara,1194.0,2.0,46.0,2.0,3852.5963149078725
NRI Layout,2400.0,2.0,125.0,2.0,5208.333333333333
Uttarahalli,1308.0,2.0,53.0,3.0,4051.987767584098
Sarjapur  Road,4250.0,4.0,610.0,4.0,14352.941176470587
Thanisandra,1806.0,6.0,116.0,3.0,6423.034330011074
Thanisandra,3671.0,4.0,220.0,4.0,5992.917461182239
Hoodi,2144.0,3.0,140.0,3.0,6529.850746268657
Hoskote,1065.0,2.0,33.75,2.0,3169.0140845070423
Balagere,1205.0,2.0,67.0,2.0,5560.165975103734
Uttarahalli,1160.0,2.0,40.58,2.0,3498.2758620689656
other,750.0,4.0,90.0,4.0,12000.0
Parappana Agrahara,1194.0,2.0,47.0,2.0,3936.348408710218
other,1200.0,3.0,56.53,3.0,4710.833333333333
2nd Phase Judicial Layout,1681.0,3.0,69.0,3.0,4104.699583581201
Bommasandra Industrial Area,1130.0,2.0,32.64,2.0,2888.495575221239
Iblur Village,3633.0,5.0,335.0,4.0,9221.029452243325
Kanakpura Road,1843.0,3.0,90.0,3.0,4883.342376559956
Bommasandra Industrial Area,1065.0,2.0,30.75,2.0,2887.323943661972
Thubarahalli,1885.0,3.0,85.52,3.0,4536.870026525199
R.T. Nagar,1500.0,2.0,45.0,2.0,3000.0
Panathur,1210.0,2.0,69.0,2.0,5702.479338842975
TC Palaya,1126.0,2.0,39.4,2.0,3499.1119005328596
Rayasandra,1357.0,2.0,59.0,3.0,4347.826086956522
Whitefield,1451.0,2.0,46.4,3.0,3197.7946243969677
Kodigehaali,1600.0,3.0,185.0,4.0,11562.5
Hennur Road,950.0,2.0,55.0,2.0,5789.473684210527
Bellandur,960.0,2.0,48.0,2.0,5000.0
other,1625.0,3.0,92.0,3.0,5661.538461538462
Kaggalipura,2200.0,4.0,150.0,3.0,6818.181818181818
Ambalipura,1607.0,2.0,112.0,3.0,6969.508400746733
Kanakpura Road,900.0,2.0,46.29,2.0,5143.333333333333
other,1080.0,2.0,38.0,2.0,3518.5185185185187
Cooke Town,2300.0,3.0,250.0,3.0,10869.565217391304
Hosa Road,1708.0,3.0,64.05,4.0,3750.0
Yeshwanthpur,2500.0,5.0,185.0,6.0,7400.0
Bellandur,1690.0,2.0,116.0,3.0,6863.905325443787
other,2100.0,3.0,145.0,5.0,6904.761904761905
other,1269.0,2.0,97.0,2.0,7643.81402679275
Haralur Road,1243.0,2.0,46.0,2.0,3700.7240547063557
Haralur Road,1890.0,3.0,84.0,3.0,4444.444444444444
Electronic City Phase II,1165.0,2.0,33.64,2.0,2887.5536480686696
BTM Layout,1196.0,2.0,56.81,2.0,4750.0
Parappana Agrahara,1194.0,2.0,47.0,2.0,3936.348408710218
Old Madras Road,1630.0,3.0,110.0,3.0,6748.4662576687115
Whitefield,1063.0,2.0,42.52,2.0,4000.0
other,1025.0,2.0,39.98,2.0,3900.4878048780483
Chikkabanavar,1067.0,2.0,38.0,2.0,3561.3870665417057
Kanakpura Road,1299.0,2.0,89.63,2.0,6899.923017705928
Panathur,1343.0,2.0,76.0,2.0,5658.972449739389
Electronics City Phase 1,1330.0,2.0,44.0,3.0,3308.2706766917295
Mallasandra,1524.0,2.0,72.0,3.0,4724.4094488188975
Domlur,2955.0,3.0,235.0,3.0,7952.622673434857
other,1410.0,2.0,45.12,3.0,3200.0
Kothanur,1581.0,3.0,76.0,3.0,4807.084123972169
Balagere,1205.0,2.0,79.0,2.0,6556.016597510374
Thyagaraja Nagar,1270.0,2.0,95.25,3.0,7500.0
other,1353.0,2.0,110.0,3.0,8130.081300813008
other,1200.0,2.0,68.0,2.0,5666.666666666667
other,1250.0,2.0,70.0,3.0,5600.0
other,1950.2,3.0,261.0,3.0,13383.242744333915
Sarjapur  Road,1157.0,2.0,69.0,3.0,5963.699222126188
,,,,,
Sarjapur  Road,1000.0,2.0,40.0,2.0,4000.0
Yelahanka,602.0,1.0,33.0,1.0,5481.72757475083
Malleshwaram,3000.0,4.0,900.0,5.0,30000.0
Hoodi,1108.0,2.0,66.46,2.0,5998.194945848375
Thyagaraja Nagar,1040.0,2.0,68.0,2.0,6538.461538461538
Sarjapur,1451.0,2.0,87.0,2.0,5995.864920744314
Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0,3389.632107023411
Kanakpura Road,850.0,1.0,37.32,1.0,4390.588235294118
other,2171.66,3.0,298.0,3.0,13722.221710580847
other,900.0,2.0,40.0,2.0,4444.444444444444
Kudlu,720.0,1.0,33.0,1.0,4583.333333333333
Thanisandra,1573.0,3.0,115.0,3.0,7310.870947234584
Sarjapur  Road,1026.0,2.0,60.8,2.0,5925.925925925926
CV Raman Nagar,1400.0,2.0,78.0,3.0,5571.428571428572
Electronic City Phase II,1400.0,2.0,40.44,3.0,2888.5714285714284
Banashankari Stage III,2100.0,3.0,147.0,4.0,7000.0
Sarjapur  Road,1150.0,2.0,48.5,2.0,4217.391304347826
Raja Rajeshwari Nagar,1500.0,3.0,88.0,3.0,5866.666666666667
Malleshwaram,2400.0,3.0,380.0,3.0,15833.333333333334
HRBR Layout,1200.0,3.0,240.0,3.0,20000.0
Kothanur,1790.0,3.0,105.0,3.0,5865.921787709497
Ramagondanahalli,1125.0,2.0,75.0,2.0,6666.666666666667
,,,,,
Marathahalli,1100.0,2.0,50.0,2.0,4545.454545454545
,,,,,
Banaswadi,1105.0,2.0,57.0,2.0,5158.371040723982
Thanisandra,1110.0,2.0,46.5,2.0,4189.189189189189
Dasanapura,708.0,1.0,41.0,1.0,5790.960451977401
Kudlu,1027.0,2.0,44.0,2.0,4284.323271665044
other,1600.0,3.0,100.0,3.0,6250.0
Thigalarapalya,3122.0,6.0,250.0,4.0,8007.687379884689
Sarjapur  Road,1205.0,2.0,37.0,2.0,3070.539419087137
5th Phase JP Nagar,1450.0,2.0,73.0,3.0,5034.482758620689
Thyagaraja Nagar,750.0,4.0,125.0,4.0,16666.666666666668
other,540.0,1.0,22.0,1.0,4074.074074074074
Dasarahalli,1200.0,2.0,42.0,2.0,3500.0
Nagarbhavi,1200.0,5.0,260.0,5.0,21666.666666666668
Kalena Agrahara,1837.0,2.0,95.0,3.0,5171.475231355471
Whitefield,1346.0,2.0,76.01,2.0,5647.102526002973
Balagere,1012.0,2.0,68.0,2.0,6719.367588932806
other,1950.2,3.0,193.0,3.0,9896.420879909752
other,1125.0,2.0,55.0,2.0,4888.888888888889
Kaggadasapura,1500.0,2.0,60.0,3.0,4000.0
Harlur,1197.0,2.0,79.9,2.0,6675.020885547202
Chandapura,1230.0,2.0,31.37,3.0,2550.4065040650407
BTM 2nd Stage,1100.0,2.0,47.0,2.0,4272.727272727273
other,1563.0,2.0,52.0,3.0,3326.935380678183
other,2240.0,4.0,700.0,7.0,31250.0
Hebbal Kempapura,3729.0,4.0,384.0,4.0,10297.666934835077
Sarjapur  Road,1600.0,3.0,120.0,3.0,7500.0
Green Glen Layout,1715.0,3.0,120.0,3.0,6997.084548104956
Bannerghatta Road,2400.0,4.0,180.0,4.0,7500.0
Ramagondanahalli,1151.0,2.0,42.5,2.0,3692.44135534318
Banaswadi,1200.0,6.0,220.0,6.0,18333.333333333332
Uttarahalli,1123.0,2.0,60.0,2.0,5342.831700801425
Whitefield,1276.0,2.0,69.5,2.0,5446.7084639498435
Yelahanka,1315.0,2.0,77.0,2.0,5855.513307984791
Poorna Pragna Layout,1270.0,2.0,50.79,3.0,3999.212598425197
R.T. Nagar,1325.0,2.0,52.0,2.0,3924.5283018867926
Varthur,1600.0,3.0,63.2,3.0,3950.0
Jakkur,1660.0,3.0,104.0,3.0,6265.060240963855
Kodichikkanahalli,1299.0,2.0,58.0,2.0,4464.973056197075
Haralur Road,953.0,2.0,90.0,2.0,9443.861490031479
Gunjur,1457.0,2.0,60.0,2.0,4118.050789293068
Varthur,1000.0,1.0,65.0,2.0,6500.0
Mallasandra,1100.0,2.0,76.3,3.0,6936.363636363636
Yelahanka,1075.0,2.0,33.53,3.0,3119.0697674418607
Kanakpura Road,1450.0,3.0,51.0,3.0,3517.2413793103447
Iblur Village,5515.0,6.0,425.0,5.0,7706.255666364461
Bellandur,950.0,1.0,40.0,1.0,4210.526315789473
Basaveshwara Nagar,1200.0,3.0,180.0,5.0,15000.0
other,1013.0,2.0,60.0,2.0,5923.000987166831
Hennur Road,1140.0,2.0,56.0,2.0,4912.2807017543855
other,2100.0,3.0,220.0,3.0,10476.190476190477
Yelahanka,1430.0,3.0,61.0,3.0,4265.734265734266
other,600.0,3.0,95.0,4.0,15833.333333333334
other,1600.0,3.0,77.0,3.0,4812.5
other,1190.0,2.0,48.0,2.0,4033.6134453781515
other,1625.0,3.0,95.0,3.0,5846.153846153846
other,1210.0,2.0,53.0,2.0,4380.165289256199
Lakshminarayana Pura,1615.0,3.0,150.0,3.0,9287.925696594428
Kalena Agrahara,1180.0,2.0,85.0,2.0,7203.389830508475
Nagasandra,1500.0,2.0,91.0,2.0,6066.666666666667
Bellandur,850.0,2.0,45.0,2.0,5294.117647058823
Kothanur,1130.0,2.0,55.0,2.0,4867.256637168141
CV Raman Nagar,907.0,2.0,38.0,2.0,4189.636163175303
HRBR Layout,1300.0,2.0,90.0,2.0,6923.076923076923
Hennur Road,1891.0,3.0,110.0,3.0,5817.028027498678
Bisuvanahalli,1075.0,2.0,33.0,3.0,3069.767441860465
,,,,,
Kumaraswami Layout,2040.0,4.0,123.0,7.0,6029.411764705882
Uttarahalli,1590.0,3.0,57.0,3.0,3584.9056603773583
other,1600.0,5.0,140.0,5.0,8750.0
other,1160.0,2.0,55.0,2.0,4741.379310344828
other,930.0,1.0,55.0,2.0,5913.978494623656
Devanahalli,1010.0,2.0,58.0,2.0,5742.574257425743
Electronic City,1221.0,2.0,68.0,2.0,5569.205569205569
Banashankari,2400.0,4.0,470.0,4.0,19583.333333333332
